company_name,typeOfBusiness,sector,regionsOfOperation,newRegionsTargeting,website
Evoplay,"Supplier (product, technology or service)",Casino & Games,"Europe, North America",Europe,https://evoplay.games/
A Bet A Technology,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://abeta.co.uk/
Supplier (product or service),"Supplier (product, technology or service)",Casino & Games,Europe,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.amber-studios.com/
SportLevel,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports","Europe, North America","Asia, Africa, Latin America",https://www.sportlevel.com/
CONCRYT,"Supplier (product, technology or service)","Casino & Games, Payments","Europe, Asia, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America, Australasia",
1spin4win,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America","Europe, North America, Asia, Africa, Latin America",https://www.1spin4win.com/
1spin4win,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America","Europe, North America, Asia, Africa, Latin America",
GX,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Payments",Asia,"Asia, Africa, Australasia",
Chexx,"Supplier (product, technology or service)","Casino & Games, Sports Betting",Latin America,Latin America,
Hacksaw Gaming,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia, Africa, Latin America","Africa, Latin America",
IGT,"Supplier (product, technology or service)",Casino & Games,"Europe, Africa",Europe,https://www.igt.com/
IGT,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",MENA (Middle East North Africa),
IGT,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Payments","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Happy Hour,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America","Europe, North America, Latin America",
Hell partners,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Africa, Latin America","Europe, Africa, Latin America",
21VIRAL - Digient,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America","North America, Latin America, Australasia, MENA (Middle East North Africa)",https://21viral.com/
Uplatform,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)",Europe,https://www.uplatform.com/
Hero Gaming,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America, Asia","Europe, North America, Asia",http://www.herogaming.com/
Hero Gaming,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia","Europe, North America, Asia",
Pay-Masters.com,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Payments","Europe, Asia, Australasia","Europe, Australasia",https://pay-masters.com/
Hero Gaming,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia","Europe, Asia",
BGaming,"Supplier (product, technology or service)",Casino & Games,Europe,Latin America,
PlayNirvana Group,"Supplier (product, technology or service)","Casino & Games, Bingo, Lottery, Sports Betting, Esports","Europe, Asia, Africa","Europe, Africa, MENA (Middle East North Africa)",
Hero Gaming,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia",Africa,
Supplier (product or service),"Supplier (product, technology or service)",Casino & Games,"Europe, North America",Europe,https://www.finnplay.com/
Evolution,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America",Asia,
Finnplay Technologies Oy,"Supplier (product, technology or service)",Casino & Games,"Europe, North America",Europe,
Finnplay Technologies Oy,"Supplier (product, technology or service)",Casino & Games,"Europe, North America",Europe,
High Seas N.V.,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Europe,Europe,
Hippodrome casino,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Hipponut Ltd.,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Vivid Gaming,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Latin America, Australasia","Europe, North America, Asia, Africa, Latin America, Australasia",
Primero Games,"Supplier (product, technology or service)",Casino & Games,"Europe, North America","Europe, North America",
Primero Games,"Supplier (product, technology or service)",Casino & Games,"Europe, North America","Europe, North America",
HO7,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia, Africa","Latin America, MENA (Middle East North Africa)",https://heavenof7.com/catalog/
Ace System,"Supplier (product, technology or service)","Casino & Games, Poker, Sports Betting","Europe, North America, Asia, Africa, Latin America","Latin America, Australasia",
Supplier (product or service),"Supplier (product, technology or service)","Casino & Games, Other","Europe, North America, Asia, Africa, Latin America","Europe, North America, Asia, Africa, Latin America, Australasia",http://www.fortytwo.com/
Holland Casino,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Hospitality",Europe,Europe,https://hollandcasino.nl/
Storm Games,"Supplier (product, technology or service)",Casino & Games,"Europe, North America","Europe, North America, Asia, Africa, Latin America",
CONSYSTEAM s.r.o.,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,https://slotif.ai/
Supplier (product or service),"Supplier (product, technology or service)",Casino & Games,"Europe, North America","Europe, North America, Asia, Africa, Latin America",
Sondera,"Supplier (product, technology or service)","Casino & Games, Payments","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Asia, Africa, Latin America",https://sondera.io/
INSTASOFT,"Supplier (product, technology or service)","Casino & Games, Poker, Sports Betting, Esports, Payments","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)",
Vbet,"Supplier (product, technology or service)","Casino & Games, Poker, Esports","Europe, Latin America",Europe,
Holland Casino,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Poker",Europe,Europe,
Holland Casino,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Hospitality, Social",Europe,Europe,
Cubeia,"Supplier (product, technology or service)","Casino & Games, Poker","Europe, Asia, Latin America","Europe, Asia, Latin America",
Holzman Limited,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America",Latin America,
Gaia Novo,"Supplier (product, technology or service)","Casino & Games, Poker","Europe, Latin America","Europe, Asia, Latin America",
RATPACK GAMES LTD,"Supplier (product, technology or service)",Casino & Games,"Europe, North America",Europe,
PORTARE LTD,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports","Europe, Asia, Africa, Latin America",North America,
GR8 Tech,"Supplier (product, technology or service)","Casino & Games, Esports","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)",https://www.linkedin.com/in/anastasia-surzhenko
Ilkari,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Hospitality, Security/Cyber-security, Payments","Europe, Latin America, MENA (Middle East North Africa)","Asia, Latin America",
GR8 Tech,"Supplier (product, technology or service)","Casino & Games, Esports","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, North America, Africa, Latin America, MENA (Middle East North Africa)",
GR8 Tech,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)",
GR8 Tech,"Supplier (product, technology or service)","Casino & Games, Esports","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)",https://gr8.tech/
GR8 Tech,"Supplier (product, technology or service)","Casino & Games, Esports","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, North America, Africa, Latin America, MENA (Middle East North Africa)",
Notix.games,"Supplier (product, technology or service)",Casino & Games,Europe,"Asia, Africa, Latin America",https://notix.games/en
SCALE FOCUS AD,"Supplier (product, technology or service)","Casino & Games, Poker, Lottery, Sports Betting","Europe, North America, Asia, Africa, Latin America, MENA (Middle East North Africa)",Australasia,
Holzman Limited,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Payments","Europe, North America, Africa",North America,
LR PROD,"Supplier (product, technology or service)",Casino & Games,Europe,"Europe, North America, Asia, Africa, Latin America, Australasia",https://t.me/LRprodGambling
Trusto,"Supplier (product, technology or service)","Casino & Games, Security/Cyber-security, Payments","Europe, North America, Africa, MENA (Middle East North Africa)",Latin America,https://www.trusto.io/
SOFTGAMINGS,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports, Payments","Europe, Asia, Africa, Latin America","Asia, Africa, Australasia",
Fennica Gaming,"Supplier (product, technology or service)","Casino & Games, Lottery","Europe, North America, Latin America, Australasia","North America, Asia, Latin America, Australasia",
UnderNDA,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Esports",Europe,Europe,
BBA,"Supplier (product, technology or service)","Casino & Games, Bingo, Lottery","North America, Latin America",Asia,https://linktr.ee/puertajulian
H-online BV,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America","Europe, North America",
Uniqa Spain,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Fennica Gaming,"Supplier (product, technology or service)","Casino & Games, Lottery","Europe, North America, Latin America","Asia, MENA (Middle East North Africa)",https://fennicagaming.com/
Fennica Gaming Ltd,"Supplier (product, technology or service)","Casino & Games, Lottery","Europe, North America, Latin America","Europe, North America, Latin America",
Horizon,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Asia,
GR8 Tech,"Supplier (product, technology or service)","Casino & Games, Esports","Europe, Africa, Latin America","Europe, Africa, MENA (Middle East North Africa)",https://gr8.tech/
Unwanted Games,"Supplier (product, technology or service)",Casino & Games,Europe,"Europe, North America, Asia, Latin America, Australasia",https://www.unwantedgames.com/
Hrvatska Lutrija,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Lottery, Sports Betting",Europe,Europe,
Hub88,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,"Europe, Asia",
SIA LABEKS,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Latin America","Africa, Australasia, MENA (Middle East North Africa)",
Smartbet,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia","Europe, North America, Asia, MENA (Middle East North Africa)",
Hudl,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Huuuge Games,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Social","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",North America,
T7 Gaming,"Supplier (product, technology or service)","Casino & Games, Social, Other","Europe, North America, Asia, Latin America","Africa, Australasia, MENA (Middle East North Africa)",https://www.t7gaming.com/
Hyperion Play,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.hyperionplay.com/
PayMee,"Supplier (product, technology or service)","Casino & Games, Poker, Sports Betting, Payments",Latin America,North America,https://www.paymee.com.br/
I like that,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Latin America, MENA (Middle East North Africa)","Europe, North America",
CLICKABLE AGENCY,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America",
CLICKABLE AGENCY,"Supplier (product, technology or service)",Casino & Games,"Europe, Africa",Asia,https://clickable.agency/
Gaming Corps,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Latin America",Asia,https://gamingcorps.com/
1XBET,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Latin America, MENA (Middle East North Africa)",Latin America,
Pragmatic Play,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Sports Betting",Europe,Europe,
Pragmatic Play,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Sports Betting",Europe,Europe,
Ibet,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
SUGARTUNES,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Australasia",Europe,https://www.sugartunes.net/
iBet Group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Social","Europe, Asia","Europe, Latin America",
Esoterica Games,"Supplier (product, technology or service)","Casino & Games, Lottery","Europe, Asia, Latin America",Africa,
Fennica Gaming,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
WOVEN FINANCE LIMITED,"Supplier (product, technology or service)","Casino & Games, Payments","Europe, Asia, Africa, Australasia","Europe, Asia, Africa, Australasia",
WOVEN FINANCE,"Supplier (product, technology or service)","Casino & Games, Payments","Europe, Asia, Africa, Australasia","Europe, Asia, Africa, Australasia",https://www.woven.finance/
ibet group,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,North America,
ibet group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America, Asia, Latin America","Europe, North America, MENA (Middle East North Africa)",
IBET SV Ghana,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting","Africa, Latin America",Africa,
icesuper.com,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,Asia,
icesuper.com,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,Asia,
TrafficGuard,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America",
Swiss Casinos AG,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Latin America","Asia, Africa, Latin America",
IDN,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Latin America,Latin America,
IDNPLAY,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
ReelLink - Swiss Casinos Technology AG,"Supplier (product, technology or service)",Casino & Games,Europe,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.reellink.com/
FUTURE PLAY PORT,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, Asia, Latin America, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Innovecs Play,"Supplier (product, technology or service)","Casino & Games, Bingo, Lottery, Sports Betting, Esports","Europe, North America, Asia, Latin America, Australasia","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Future Play Port,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, Asia, Latin America","Asia, Latin America, MENA (Middle East North Africa)",
FuturePlayPort,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, Asia, Latin America","Asia, Latin America, MENA (Middle East North Africa)",
EVERYMATRIX,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Africa, Latin America",
IGH,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,"Europe, Asia, Latin America",
Playsar,"Supplier (product, technology or service)","Casino & Games, Other","Europe, North America, Asia, Africa, Latin America","Europe, North America, Asia, Africa, Latin America",
IGMETA,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Asia,MENA (Middle East North Africa),
Bets Bg Eood,"Supplier (product, technology or service)","Casino & Games, Sports Betting",Europe,Europe,
IGP Holding,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting","Europe, North America, Africa",Europe,
IGP Holding,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Sports Betting",Europe,Europe,
IGT,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
IGT,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Latin America,Latin America,
Illusion Partners,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Australasia",Europe,
A.B.EUROSPANIA LTD,"Supplier (product, technology or service)","Casino & Games, Bingo, Payments",Europe,"Europe, North America, Africa",https://bingospania.com/
RankBee,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports","Europe, North America","Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.rankbee.ai/
Illusion Partners,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Latin America, Australasia","Europe, Australasia",https://illusionpartners.com/
Heaven of 7 part of VeliTech,"Supplier (product, technology or service)",Casino & Games,"Asia, Africa, Latin America",Latin America,
Axipays,"Supplier (product, technology or service)","Casino & Games, Poker, Sports Betting, Payments","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",MENA (Middle East North Africa),
"image co.,ltd.",Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Asia,Asia,
Immense Group - Videoslots,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America, Asia, Australasia",Europe,
Spinomenal,"Supplier (product, technology or service)","Casino & Games, Social","Europe, North America, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, MENA (Middle East North Africa)",
Gamecheck,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.gamecheck.com/
Veritas Apex,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa",Europe,
SOFTSWISS,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Inbet,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Latin America",Latin America,
Fastsecurepay,"Supplier (product, technology or service)",Casino & Games,Asia,Asia,
Ethereal Gaming,"Supplier (product, technology or service)",Casino & Games,"Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America",https://etherealgaming.io/
Supplier (product or service),"Supplier (product, technology or service)","Casino & Games, Bingo, Lottery, Sports Betting","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","North America, Australasia",https://iqsoftllc.com/home
Hub Affiliations,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Latin America","Europe, Asia, Latin America",
Inbet Online,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Poker, Sports Betting, Esports, Payments","Europe, Latin America","Europe, Africa, Latin America",
"Litemax Technology, Inc.","Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia","Europe, North America, Asia, Latin America, Australasia",
"Litemax Technology, Inc.","Supplier (product, technology or service)",Casino & Games,North America,"Europe, North America, Asia, Latin America",
InBet Online EOOD,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America","Europe, North America, Africa, Latin America",
evri.co,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Payments","Europe, North America","Europe, North America",
Infinite group,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Poker, Lottery, Sports Betting, Esports, Hospitality, Security/Cyber-security, Payments, Social","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Infinite horizons,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America","Europe, North America",
Infinite horizons,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America","Europe, North America",
Infinite horizons,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America","Europe, North America",
Ingenious Studios,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America","Europe, North America",
BLACK LAGOON GAMES,"Supplier (product, technology or service)",Casino & Games,"Asia, Africa, Latin America, MENA (Middle East North Africa)","North America, Asia, Africa, Latin America, MENA (Middle East North Africa)",http://blacklagoon.games/
Interactive Studio / Fortuna Labz,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, MENA (Middle East North Africa)",MENA (Middle East North Africa),https://www.fortunalabz.com/
VeliTech,"Supplier (product, technology or service)",Casino & Games,"Asia, Africa, Latin America",Latin America,
Amatic Industries,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Supplier (product or service),"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
VeliTech,"Supplier (product, technology or service)",Casino & Games,"Asia, Africa, Latin America",Latin America,https://velitech.com/
VeliTech,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America",Latin America,https://velitech.com/
VeliEDGE part of VeliTech,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America",Latin America,https://veliedge.io/
Ingenuity Gaming,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
InOut,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Forest Lake Technologies,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia","Europe, North America, Asia, Australasia",
InOut,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
Delivyr,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Social",North America,"Europe, North America, Latin America",
Integra tecnology,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery","North America, Latin America","North America, Latin America",
The Multiple,"Supplier (product, technology or service)",Casino & Games,Europe,Europe,
Match2One,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Social","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://www.match2one.com/igaming/
globalsoft,"Supplier (product, technology or service)","Casino & Games, Other",Europe,North America,https://www.globalsoft.co/
Editec,"Supplier (product, technology or service)",Casino & Games,Africa,Africa,https://editec.co/
Inter Group Partner Holding AB,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo",Europe,Europe,
Skywind Group,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Africa, Latin America, MENA (Middle East North Africa)","North America, Latin America, MENA (Middle East North Africa)",
Espresso Games,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, North America, Latin America",https://www.espressogames.com/
Inter Storm (Shangri La VIP),Operator (team involved in offering betting / games / slots to consumers),Casino & Games,MENA (Middle East North Africa),,
Interdynamics Colombia,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Social",Latin America,Latin America,
Intergaming,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,"Europe, Latin America",
Espresso Games,"Supplier (product, technology or service)",Casino & Games,"Europe, Africa, Latin America","Europe, Asia, Africa, Latin America",
Interplay tech,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting",Latin America,Latin America,
Interwetten,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America",Asia,
Interwetten,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia, Africa","Europe, Latin America, Australasia",
Interwetten,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, North America","Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Interwetten Gaming Limited,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, North America","Europe, North America",
Intisar s.a,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting","Africa, Latin America",Africa,https://www.avantajpam.com/
Invergaming Grup Peralada,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Bingo, Poker, Sports Betting","Europe, Latin America",Europe,
INVERGONCA SL,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Coin-op/Amusements",Europe,Europe,
Irish Blockchain Development,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,"Europe, Asia","Europe, Asia",
Iron Cast,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting, Esports","Europe, Asia, Latin America","Europe, Asia, Latin America",
Ironcast,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Asia","Europe, Asia, Latin America",
Twin Win Games LLC,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker",Europe,"Europe, North America, Asia",https://twinwingames.com/
Harman Connected Services Corporation India Pvt. Ltd,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting","Europe, Asia","North America, Africa, Latin America, MENA (Middle East North Africa)",
NextCode,"Supplier (product, technology or service)",Casino & Games,"Asia, Africa, Latin America, MENA (Middle East North Africa)","Asia, Africa, Latin America, MENA (Middle East North Africa)",
Isibet Pro Srl,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Sports Betting","Europe, Latin America","Europe, Latin America",
Room 8 Group,"Supplier (product, technology or service)","Casino & Games, Other","Europe, North America, Asia, Latin America, Australasia",Asia,mailto:t.nikulina@room8group.com
IslandLuck The Bahamas,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Latin America,Latin America,
IGT Play Digital,"Supplier (product, technology or service)",Casino & Games,Latin America,"North America, Latin America",
NuxGame,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Asia, Africa, Latin America","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",https://nuxgame.com/
NuxGame,"Supplier (product, technology or service)","Casino & Games, Sports Betting","Europe, North America, Asia, Africa, Latin America","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
Itc uk,Operator (team involved in offering betting / games / slots to consumers),Casino & Games,Europe,Europe,
IZI GROUP,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Lottery, Sports Betting",Europe,"Europe, Latin America",
BF Games,"Supplier (product, technology or service)",Casino & Games,"Europe, North America, Asia, Latin America",Europe,https://bfgames.com/
Jackpot,Operator (team involved in offering betting / games / slots to consumers),"Casino & Games, Security/Cyber-security, Payments","Asia, Latin America","Europe, North America, Asia, Latin America, Australasia",
Pretty Technical,"Supplier (product, technology or service)","Casino & Games, Sports Betting, Social","Europe, North America",Latin America,
QTech Games,"Supplier (product, technology or service)",Casino & Games,"Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)",
Stakelogic,"Supplier (product, technology or service)","Casino & Games, Poker","North America, Asia, Latin America",Europe,
AdRight,"Supplier (product, technology or service)","Casino & Games, Poker, Sports Betting","Europe, Asia, Africa, Latin America, MENA (Middle East North Africa)","North America, Australasia",
All-in Global,"Supplier (product, technology or service)","Casino & Games, Bingo, Poker, Lottery, Sports Betting, Esports, Social","Europe, North America, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, Asia, Latin America, MENA (Middle East North Africa)",
Caliu Consultancy Ltd,"Supplier (product, technology or service)","Casino & Games, Payments","Europe, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)","Europe, Asia, Africa, Latin America, Australasia, MENA (Middle East North Africa)",
